NAME	STATUS	LOOKED_UP_SYMBOL	TITLE
NEDD4	valid_symbol	NEDD4	"neural precursor cell expressed, developmentally down-regulated 4"
ALOXE3	valid_symbol	ALOXE3	arachidonate lipoxygenase 3
ABCB1	valid_symbol	ABCB1	"ATP-binding cassette, sub-family B (MDR/TAP), member 1"
MGAT4B	valid_symbol	MGAT4B	"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isoenzyme B"
VMP	valid_symbol	VMP	vesicular membrane protein p24
BIRC6	valid_symbol	BIRC6	baculoviral IAP repeat-containing 6 (apollon)
C14ORF108	valid_symbol	C14ORF108	chromosome 14 open reading frame 108
FLJ25449	valid_symbol	FLJ25449	hypothetical protein MGC27069
FLJ20618	valid_symbol	FLJ20618	hypothetical protein FLJ20618
HAND1	valid_symbol	HAND1	heart and neural crest derivatives expressed 1
SCN3A	valid_symbol	SCN3A	"sodium channel, voltage-gated, type III, alpha"
UGT8	valid_symbol	UGT8	UDP glycosyltransferase 8 (UDP-galactose ceramide galactosyltransferase)
TLR1	valid_symbol	TLR1	toll-like receptor 1
FLT1	valid_symbol	FLT1	fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)
NAP1L5	valid_symbol	NAP1L5	nucleosome assembly protein 1-like 5
CHGA	valid_symbol	CHGA	chromogranin A (parathyroid secretory protein 1)
IL22RA1	valid_symbol	IL22RA1	"interleukin 22 receptor, alpha 1"
KIAA0276	accession_or_alias	DCUN1D4	"DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)"
NOX3	valid_symbol	NOX3	NADPH oxidase 3
FLJ42957	valid_symbol	FLJ42957	FLJ42957 protein
FCHSD2	valid_symbol	FCHSD2	FCH and double SH3 domains 2
SGK	valid_symbol	SGK	serum/glucocorticoid regulated kinase
RANBP9	valid_symbol	RANBP9	RAN binding protein 9
BC008967	valid_symbol	BC008967	hypothetical gene BC008967
NDNL2	valid_symbol	NDNL2	necdin-like 2
ENTPD1	valid_symbol	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1
KCNIP2	valid_symbol	KCNIP2	Kv channel interacting protein 2
MGC3047	valid_symbol	MGC3047	hypothetical protein MGC3047
NR2F2	valid_symbol	NR2F2	"Nuclear receptor subfamily 2, group F, member 2"
CLEC2	accession_or_alias	CLEC1B	"C-type lectin domain family 1, member B"
TIAM1	valid_symbol	TIAM1	T-cell lymphoma invasion and metastasis 1
E2-230K	valid_symbol	E2-230K	likely ortholog of mouse ubiquitin-conjugating enzyme E2-230K
FLJ10159	valid_symbol	FLJ10159	hypothetical protein FLJ10159
DBC1	valid_symbol	DBC1	deleted in bladder cancer 1
NFIX	valid_symbol	NFIX	nuclear factor I/X (CCAAT-binding transcription factor)
MGC29649	accession_or_alias	TTC9C	tetratricopeptide repeat domain 9C
PDE7A	valid_symbol	PDE7A	phosphodiesterase 7A
REPS2	valid_symbol	REPS2	RALBP1 associated Eps domain containing 2
SLC26A2	valid_symbol	SLC26A2	"solute carrier family 26 (sulfate transporter), member 2"
BCOR	valid_symbol	BCOR	BCL6 co-repressor
FLJ20647	valid_symbol	FLJ20647	hypothetical protein FLJ20647
RABGAP1	valid_symbol	RABGAP1	RAB GTPase activating protein 1
ONECUT2	valid_symbol	ONECUT2	"one cut domain, family member 2"
MGC33510	accession_or_alias	C8ORF46	chromosome 8 open reading frame 46
RTN1	valid_symbol	RTN1	reticulon 1
MCLC	accession_or_alias	CLCC1	chloride channel CLIC-like 1
CACNG3	valid_symbol	CACNG3	"calcium channel, voltage-dependent, gamma subunit 3"
GIT1	valid_symbol	GIT1	G protein-coupled receptor kinase-interactor 1
FLJ40427	valid_symbol	FLJ40427	hypothetical protein FLJ40427
WBP5	valid_symbol	WBP5	WW domain binding protein 5
BTG4	valid_symbol	BTG4	B-cell translocation gene 4
ZIC1	valid_symbol	ZIC1	"Zic family member 1 (odd-paired homolog, Drosophila)"
C2ORF11	valid_symbol	C2ORF11	chromosome 2 open reading frame 11
FLJ37543	valid_symbol	FLJ37543	hypothetical protein FLJ37543
NDP	valid_symbol	NDP	Norrie disease (pseudoglioma)
FLJ39779	valid_symbol	FLJ39779	FLJ39779 protein
KIF20A	valid_symbol	KIF20A	kinesin family member 20A
PRDX4	valid_symbol	PRDX4	peroxiredoxin 4
SCUBE3	valid_symbol	SCUBE3	"signal peptide, CUB domain, EGF-like 3"
KITLG	valid_symbol	KITLG	KIT ligand
GAD2	valid_symbol	GAD2	"glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)"
AP1G2	valid_symbol	AP1G2	"adaptor-related protein complex 1, gamma 2 subunit"
DTX2	valid_symbol	DTX2	deltex homolog 2 (Drosophila)
FLJ25818	valid_symbol	FLJ25818	hypothetical protein FLJ25818
ADAM28	valid_symbol	ADAM28	a disintegrin and metalloproteinase domain 28
NKX2-2	valid_symbol	NKX2-2	"NK2 transcription factor related, locus 2 (Drosophila)"
TCF7L2	valid_symbol	TCF7L2	"transcription factor 7-like 2 (T-cell specific, HMG-box)"
DDIT4	valid_symbol	DDIT4	DNA-damage-inducible transcript 4
NXN	valid_symbol	NXN	nucleoredoxin
SELI	valid_symbol	SELI	selenoprotein I
TEAD2	valid_symbol	TEAD2	TEA domain family member 2
BLR1	valid_symbol	BLR1	"Burkitt lymphoma receptor 1, GTP binding protein (chemokine (C-X-C motif) receptor 5)"
FSTL5	valid_symbol	FSTL5	follistatin-like 5
ZNF366	valid_symbol	ZNF366	zinc finger protein 366
ZNF193	valid_symbol	ZNF193	zinc finger protein 193
TMOD3	valid_symbol	TMOD3	tropomodulin 3 (ubiquitous)
ARRB2	valid_symbol	ARRB2	"arrestin, beta 2"
ZNF395	valid_symbol	ZNF395	zinc finger protein 395
SOS1	valid_symbol	SOS1	son of sevenless homolog 1 (Drosophila)
PPP2R1B	valid_symbol	PPP2R1B	"protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), beta isoform"
SLC24A2	valid_symbol	SLC24A2	"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2"
MPP6	valid_symbol	MPP6	"membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)"
MYO18A	valid_symbol	MYO18A	myosin XVIIIA
APPBP2	valid_symbol	APPBP2	amyloid beta precursor protein (cytoplasmic tail) binding protein 2
NPTX2	valid_symbol	NPTX2	neuronal pentraxin II
RPL23	valid_symbol	RPL23	Ribosomal protein L23
ATF6	valid_symbol	ATF6	activating transcription factor 6
ACSL4	valid_symbol	ACSL4	acyl-CoA synthetase long-chain family member 4
DDX6	valid_symbol	DDX6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6
TRPS1	valid_symbol	TRPS1	trichorhinophalangeal syndrome I
DKFZP547A023	accession_or_alias	CTTNBP2NL	CTTNBP2 N-terminal like
TBC1D17	valid_symbol	TBC1D17	"TBC1 domain family, member 17"
ENPP2	valid_symbol	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin)
MEF2C	valid_symbol	MEF2C	"MADS box transcription enhancer factor 2, polypeptide C (myocyte enhancer factor 2C)"
FXYD1	valid_symbol	FXYD1	FXYD domain containing ion transport regulator 1 (phospholemman)
INPP4A	valid_symbol	INPP4A	"inositol polyphosphate-4-phosphatase, type I, 107kDa"
SLITRK5	valid_symbol	SLITRK5	"SLIT and NTRK-like family, member 5"
NFIA	valid_symbol	NFIA	nuclear factor I/A
GRIK2	valid_symbol	GRIK2	"Glutamate receptor, ionotropic, kainate 2"
FLJ23467	accession_or_alias	TNFAIP8L2	"tumor necrosis factor, alpha-induced protein 8-like 2"
IGSF4D	valid_symbol	IGSF4D	"immunoglobulin superfamily, member 4D"
NMNAT2	valid_symbol	NMNAT2	nicotinamide nucleotide adenylyltransferase 2
BRUNOL6	valid_symbol	BRUNOL6	"bruno-like 6, RNA binding protein (Drosophila)"
IL18	valid_symbol	IL18	interleukin 18 (interferon-gamma-inducing factor)
HSXIAPAF1	valid_symbol	HSXIAPAF1	XIAP associated factor-1
COPZ1	valid_symbol	COPZ1	"coatomer protein complex, subunit zeta 1"
STMN1	valid_symbol	STMN1	stathmin 1/oncoprotein 18
BCL2L2	valid_symbol	BCL2L2	BCL2-like 2
FLJ21918	accession_or_alias	RBM35B	RNA binding motif protein 35B
TRDN	valid_symbol	TRDN	triadin
ITPR3	valid_symbol	ITPR3	"inositol 1,4,5-triphosphate receptor, type 3"
FOSL2	valid_symbol	FOSL2	FOS-like antigen 2
HS3ST5	valid_symbol	HS3ST5	heparan sulfate (glucosamine) 3-O-sulfotransferase 5
LOC147727	valid_symbol	LOC147727	hypothetical protein LOC147727
MAGI-3	accession_or_alias	MAGI3	"membrane associated guanylate kinase, WW and PDZ domain containing 3"
H3F3B	valid_symbol	H3F3B	"H3 histone, family 3B (H3.3B)"
MSI1	valid_symbol	MSI1	musashi homolog 1 (Drosophila)
CXORF15	valid_symbol	CXORF15	chromosome X open reading frame 15
RAB6C	valid_symbol	RAB6C	"RAB6C, member RAS oncogene family"
ROBO1	valid_symbol	ROBO1	"roundabout, axon guidance receptor, homolog 1 (Drosophila)"
PAK3	valid_symbol	PAK3	p21 (CDKN1A)-activated kinase 3
TSHR	valid_symbol	TSHR	thyroid stimulating hormone receptor
CBLN1	valid_symbol	CBLN1	cerebellin 1 precursor
GPR39	valid_symbol	GPR39	G protein-coupled receptor 39
HS3ST1	valid_symbol	HS3ST1	heparan sulfate (glucosamine) 3-O-sulfotransferase 1
HSPC009	valid_symbol	HSPC009	HSPC009 protein
HOXB13	valid_symbol	HOXB13	homeo box B13
SLC18A2	valid_symbol	SLC18A2	"solute carrier family 18 (vesicular monoamine), member 2"
FLJ20582	valid_symbol	FLJ20582	hypothetical protein FLJ20582
FATJ	valid_symbol	FATJ	fat-like cadherin FATJ
UNQ846	valid_symbol	UNQ846	SRSR846
SCA1	accession_or_alias	ATXN1	ataxin 1
RBM4	valid_symbol	RBM4	RNA binding motif protein 4
FLJ37099	accession_or_alias	DENND2C	DENN/MADD domain containing 2C
PITX2	valid_symbol	PITX2	paired-like homeodomain transcription factor 2
LPP	valid_symbol	LPP	LIM domain containing preferred translocation partner in lipoma
VGLL1	valid_symbol	VGLL1	vestigial like 1 (Drosophila)
BRD8	valid_symbol	BRD8	bromodomain containing 8
LIMR	valid_symbol	LIMR	lipocalin-interacting membrane receptor
TLK1	valid_symbol	TLK1	tousled-like kinase 1
SLMAP	valid_symbol	SLMAP	sarcolemma associated protein
ENC1	valid_symbol	ENC1	ectodermal-neural cortex (with BTB-like domain)
CPOX	valid_symbol	CPOX	coproporphyrinogen oxidase
HRMT1L3	valid_symbol	HRMT1L3	HMT1 hnRNP methyltransferase-like 3 (S. cerevisiae)
TFR2	valid_symbol	TFR2	transferrin receptor 2
HOXA3	valid_symbol	HOXA3	homeo box A3
TRERF1	valid_symbol	TRERF1	transcriptional regulating factor 1
FKSG79	accession_or_alias	GPR174	G protein-coupled receptor 174
MGC48332	accession_or_alias	Mar-03	membrane-associated ring finger (C3HC4) 3
LAMC2	valid_symbol	LAMC2	"laminin, gamma 2"
FLJ25476	valid_symbol	FLJ25476	FLJ25476 protein
BBS7	valid_symbol	BBS7	Bardet-Biedl syndrome 7
P2RY2	valid_symbol	P2RY2	"purinergic receptor P2Y, G-protein coupled, 2"
MKRN4	valid_symbol	MKRN4	"makorin, ring finger protein, 4"
GPR141	valid_symbol	GPR141	G protein-coupled receptor 141
EDG5	valid_symbol	EDG5	"endothelial differentiation, sphingolipid G-protein-coupled receptor, 5"
KCNN1	valid_symbol	KCNN1	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1"
NR4A1	valid_symbol	NR4A1	"nuclear receptor subfamily 4, group A, member 1"
MYST2	valid_symbol	MYST2	MYST histone acetyltransferase 2
GABRE	valid_symbol	GABRE	"gamma-aminobutyric acid (GABA) A receptor, epsilon"
FLJ21159	valid_symbol	FLJ21159	hypothetical protein FLJ21159
TSC1	valid_symbol	TSC1	tuberous sclerosis 1
FZD7	valid_symbol	FZD7	frizzled homolog 7 (Drosophila)
MYH4	valid_symbol	MYH4	"myosin, heavy polypeptide 4, skeletal muscle"
RPS27	valid_symbol	RPS27	ribosomal protein S27 (metallopanstimulin 1)
HOXD3	valid_symbol	HOXD3	homeo box D3
SIX1	valid_symbol	SIX1	sine oculis homeobox homolog 1 (Drosophila)
C6ORF188	valid_symbol	C6ORF188	chromosome 6 open reading frame 188
FLJ11193	valid_symbol	FLJ11193	hypothetical protein FLJ11193
PRKCI	valid_symbol	PRKCI	"protein kinase C, iota"
EB-1	valid_symbol	EB-1	E2a-Pbx1-associated protein
BIK	valid_symbol	BIK	BCL2-interacting killer (apoptosis-inducing)
SCAP1	valid_symbol	SCAP1	src family associated phosphoprotein 1
SMARCA2	valid_symbol	SMARCA2	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
GLI	accession_or_alias	GLI1	glioma-associated oncogene homolog 1 (zinc finger protein)
MBD5	valid_symbol	MBD5	methyl-CpG binding domain protein 5
EFEMP1	valid_symbol	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1
MGC26816	valid_symbol	MGC26816	hypothetical protein MGC26816
CDH19	valid_symbol	CDH19	"cadherin 19, type 2"
MAC30	valid_symbol	MAC30	hypothetical protein MAC30
C10ORF45	valid_symbol	C10ORF45	chromosome 10 open reading frame 45
PURA	valid_symbol	PURA	purine-rich element binding protein A
DICER1	valid_symbol	DICER1	"Dicer1, Dcr-1 homolog (Drosophila)"
ACCN1	valid_symbol	ACCN1	"amiloride-sensitive cation channel 1, neuronal (degenerin)"
NFATC3	valid_symbol	NFATC3	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3"
PTCH	valid_symbol	PTCH	patched homolog (Drosophila)
TCF21	valid_symbol	TCF21	transcription factor 21
DMXL1	valid_symbol	DMXL1	Dmx-like 1
AZ2	accession_or_alias	AZI2	5-azacytidine induced 2
AGTR2	valid_symbol	AGTR2	"angiotensin II receptor, type 2"
VDR	valid_symbol	VDR	"Vitamin D (1,25- dihydroxyvitamin D3) receptor"
KCNK10	valid_symbol	KCNK10	"potassium channel, subfamily K, member 10"
GNAQ	valid_symbol	GNAQ	"guanine nucleotide binding protein (G protein), q polypeptide"
HMBS	valid_symbol	HMBS	hydroxymethylbilane synthase
SDK2	valid_symbol	SDK2	sidekick homolog 2 (chicken)
SPAG9	valid_symbol	SPAG9	sperm associated antigen 9
CCRL1	valid_symbol	CCRL1	chemokine (C-C motif) receptor-like 1
WASF1	valid_symbol	WASF1	"WAS protein family, member 1"
PTS	valid_symbol	PTS	6-pyruvoyltetrahydropterin synthase
STAT6	valid_symbol	STAT6	"signal transducer and activator of transcription 6, interleukin-4 induced"
TGFB3	valid_symbol	TGFB3	"transforming growth factor, beta 3"
DLEU7	valid_symbol	DLEU7	deleted in lymphocytic leukemia 7
ECM2	valid_symbol	ECM2	"extracellular matrix protein 2, female organ and adipocyte specific"
HGNT-IV-H	valid_symbol	HGNT-IV-H	"UDP-N-acetylglucosamine:a-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IV-homolog"
HBXAP	valid_symbol	HBXAP	hepatitis B virus x associated protein
POU3F4	valid_symbol	POU3F4	"POU domain, class 3, transcription factor 4"
DHRS8	valid_symbol	DHRS8	dehydrogenase/reductase (SDR family) member 8
IDN3	accession_or_alias	NIPBL	Nipped-B homolog (Drosophila)
IMMP2L	valid_symbol	IMMP2L	IMP2 inner mitochondrial membrane protease-like (S. cerevisiae)
FLJ46358	valid_symbol	FLJ46358	FLJ46358 protein
GATA2	valid_symbol	GATA2	GATA binding protein 2
MCCC1	valid_symbol	MCCC1	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)
SP1	valid_symbol	SP1	Sp1 transcription factor
NET-5	accession_or_alias	TSPAN9	tetraspanin 9
MSL3L1	valid_symbol	MSL3L1	male-specific lethal 3-like 1 (Drosophila)
LRRTM1	valid_symbol	LRRTM1	leucine-rich repeat transmembrane neuronal 1 protein
HMGN2	valid_symbol	HMGN2	high-mobility group nucleosomal binding domain 2
UBQLN1	valid_symbol	UBQLN1	ubiquilin 1
CNOT2	valid_symbol	CNOT2	"CCR4-NOT transcription complex, subunit 2"
GPR109A	valid_symbol	GPR109A	G protein-coupled receptor 109A
SEC24B	valid_symbol	SEC24B	"SEC24 related gene family, member B (S. cerevisiae)"
LOC144097	valid_symbol	LOC144097	hypothetical protein BC007540
PRDM8	valid_symbol	PRDM8	PR domain containing 8
C14ORF37	valid_symbol	C14ORF37	chromosome 14 open reading frame 37
C21ORF63	valid_symbol	C21ORF63	chromosome 21 open reading frame 63
LALBA	valid_symbol	LALBA	"lactalbumin, alpha-"
PRDM1	valid_symbol	PRDM1	"PR domain containing 1, with ZNF domain"
PLP1	valid_symbol	PLP1	"proteolipid protein 1 (Pelizaeus-Merzbacher disease, spastic paraplegia 2, uncomplicated)"
FLJ20668	accession_or_alias	Mar-01	membrane-associated ring finger (C3HC4) 1
SOX5	valid_symbol	SOX5	SRY (sex determining region Y)-box 5
PPP3CB	valid_symbol	PPP3CB	"protein phosphatase 3 (formerly 2B), catalytic subunit, beta isoform (calcineurin A beta)"
HEY1	valid_symbol	HEY1	hairy/enhancer-of-split related with YRPW motif 1
PAX2	valid_symbol	PAX2	paired box gene 2
TXNIP	valid_symbol	TXNIP	thioredoxin interacting protein
KLHDC2	valid_symbol	KLHDC2	kelch domain containing 2
COL9A1	valid_symbol	COL9A1	"collagen, type IX, alpha 1"
FOXP2	valid_symbol	FOXP2	forkhead box P2
PER2	valid_symbol	PER2	period homolog 2 (Drosophila)
UNQ2446	valid_symbol	UNQ2446	MRCC2446
DCN	valid_symbol	DCN	decorin
NDUFB8	valid_symbol	NDUFB8	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa"
TBX4	valid_symbol	TBX4	T-box 4
FLJ11127	valid_symbol	FLJ11127	hypothetical protein FLJ11127
MAP1B	valid_symbol	MAP1B	microtubule-associated protein 1B
GTF2F2	valid_symbol	GTF2F2	"general transcription factor IIF, polypeptide 2, 30kDa"
KLF3	valid_symbol	KLF3	Kruppel-like factor 3 (basic)
GPR109B	valid_symbol	GPR109B	G protein-coupled receptor 109B /// G protein-coupled receptor 109B
ITGB8	valid_symbol	ITGB8	"integrin, beta 8"
GPR81	valid_symbol	GPR81	G protein-coupled receptor 81
SEMA4C	valid_symbol	SEMA4C	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C"
GNG5	valid_symbol	GNG5	"guanine nucleotide binding protein (G protein), gamma 5"
MAS1	valid_symbol	MAS1	MAS1 oncogene
CLCN5	valid_symbol	CLCN5	"chloride channel 5 (nephrolithiasis 2, X-linked, Dent disease)"
ID3	valid_symbol	ID3	"inhibitor of DNA binding 3, dominant negative helix-loop-helix protein"
YY1	valid_symbol	YY1	YY1 transcription factor
SALL3	valid_symbol	SALL3	sal-like 3 (Drosophila)
FLJ31818	valid_symbol	FLJ31818	hypothetical protein FLJ31818
FLJ38973	valid_symbol	FLJ38973	hypothetical protein FLJ38973
SLC38A3	valid_symbol	SLC38A3	"solute carrier family 38, member 3"
RNF159	accession_or_alias	PCGF5	polycomb group ring finger 5
ABCC5	valid_symbol	ABCC5	"ATP-binding cassette, sub-family C (CFTR/MRP), member 5"
KCNJ13	valid_symbol	KCNJ13	"potassium inwardly-rectifying channel, subfamily J, member 13"
C14ORF31	valid_symbol	C14ORF31	chromosome 14 open reading frame 31
TNPO3	valid_symbol	TNPO3	transportin 3
CXXC5	valid_symbol	CXXC5	CXXC finger 5
CHL1	valid_symbol	CHL1	cell adhesion molecule with homology to L1CAM (close homolog of L1)
HOXB3	valid_symbol	HOXB3	homeo box B3
CREBL2	valid_symbol	CREBL2	cAMP responsive element binding protein-like 2
TITF1	valid_symbol	TITF1	thyroid transcription factor 1
LRFN5	valid_symbol	LRFN5	Leucine rich repeat and fibronectin type III domain containing 5
ZNF24	valid_symbol	ZNF24	zinc finger protein 24 (KOX 17)
ARRDC3	valid_symbol	ARRDC3	arrestin domain containing 3
GCH1	valid_symbol	GCH1	GTP cyclohydrolase 1 (dopa-responsive dystonia)
FLJ22557	accession_or_alias	C15ORF29	Chromosome 15 open reading frame 29
HTR1D	valid_symbol	HTR1D	5-hydroxytryptamine (serotonin) receptor 1D
SLC34A2	valid_symbol	SLC34A2	"solute carrier family 34 (sodium phosphate), member 2"
MRPL2	valid_symbol	MRPL2	Mitochondrial ribosomal protein L2
ZNF217	valid_symbol	ZNF217	zinc finger protein 217
TYRO3	valid_symbol	TYRO3	TYRO3 protein tyrosine kinase
STAG2	valid_symbol	STAG2	stromal antigen 2
CAP350	valid_symbol	CAP350	centrosome-associated protein 350
GPB5	accession_or_alias	GPHB5	glycoprotein hormone beta 5
ARMET	valid_symbol	ARMET	"arginine-rich, mutated in early stage tumors"
LHX9	valid_symbol	LHX9	LIM homeobox 9
FLJ35838	accession_or_alias	FNDC7	fibronectin type III domain containing 7
TNFSF5	accession_or_alias	CD40LG	"CD40 ligand (TNF superfamily, member 5, hyper-IgM syndrome)"
SLC7A1	valid_symbol	SLC7A1	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1"
C9ORF150	valid_symbol	C9ORF150	chromosome 9 open reading frame 150
FGF13	valid_symbol	FGF13	fibroblast growth factor 13
C10ORF71	valid_symbol	C10ORF71	chromosome 10 open reading frame 71
SASH1	valid_symbol	SASH1	SAM and SH3 domain containing 1
C21ORF66	valid_symbol	C21ORF66	chromosome 21 open reading frame 66
CA14	valid_symbol	CA14	carbonic anhydrase XIV
MLL	valid_symbol	MLL	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)"
GRM7	valid_symbol	GRM7	"glutamate receptor, metabotropic 7"
ARGBP2	accession_or_alias	SORBS2	sorbin and SH3 domain containing 2
PDGFRB	valid_symbol	PDGFRB	"platelet-derived growth factor receptor, beta polypeptide"
CART1	valid_symbol	CART1	cartilage paired-class homeoprotein 1
BTG3	valid_symbol	BTG3	"BTG family, member 3"
KIAA0040	valid_symbol	KIAA0040	KIAA0040 gene product
RHEBL1	valid_symbol	RHEBL1	Ras homolog enriched in brain like 1
ATF7IP	valid_symbol	ATF7IP	activating transcription factor 7 interacting protein
C20ORF12	valid_symbol	C20ORF12	chromosome 20 open reading frame 12
KIAA0182	valid_symbol	KIAA0182	KIAA0182 protein
C10ORF6	valid_symbol	C10ORF6	chromosome 10 open reading frame 6
PPP1CB	valid_symbol	PPP1CB	"protein phosphatase 1, catalytic subunit, beta isoform"
CFL2	valid_symbol	CFL2	cofilin 2 (muscle)
AP4M1	valid_symbol	AP4M1	"adaptor-related protein complex 4, mu 1 subunit"
FLJ10997	accession_or_alias	ZNF654	zinc finger protein 654
FLJ23514	valid_symbol	FLJ23514	hypothetical protein FLJ23514
RFX4	valid_symbol	RFX4	"regulatory factor X, 4 (influences HLA class II expression)"
IGFBP6	valid_symbol	IGFBP6	insulin-like growth factor binding protein 6
SNCAIP	valid_symbol	SNCAIP	"synuclein, alpha interacting protein (synphilin)"
DNER	valid_symbol	DNER	delta-notch-like EGF repeat-containing transmembrane
MGC9084	accession_or_alias	C1ORF156	chromosome 1 open reading frame 156
ZIC2	valid_symbol	ZIC2	"Zic family member 2 (odd-paired homolog, Drosophila)"
MTX1	valid_symbol	MTX1	metaxin 1
STARS	valid_symbol	STARS	striated muscle activator of Rho-dependent signaling
DKFZP564O123	accession_or_alias	CHMP2B	chromatin modifying protein 2B
TEK	valid_symbol	TEK	"TEK tyrosine kinase, endothelial (venous malformations, multiple cutaneous and mucosal)"
AXIN2	valid_symbol	AXIN2	"axin 2 (conductin, axil)"
RAB1B	valid_symbol	RAB1B	"RAB1B, member RAS oncogene family"
HSPG2	valid_symbol	HSPG2	heparan sulfate proteoglycan 2 (perlecan)
SMAD3	valid_symbol	SMAD3	"SMAD, mothers against DPP homolog 3 (Drosophila)"
MGC3040	valid_symbol	MGC3040	hypothetical protein MGC3040
STXBP6	valid_symbol	STXBP6	syntaxin binding protein 6 (amisyn)
G3BP2	valid_symbol	G3BP2	Ras-GTPase activating protein SH3 domain-binding protein 2
FLJ21019	valid_symbol	FLJ21019	hypothetical protein FLJ21019
GRIK3	valid_symbol	GRIK3	"glutamate receptor, ionotropic, kainate 3"
LIF	valid_symbol	LIF	leukemia inhibitory factor (cholinergic differentiation factor)
STIM2	valid_symbol	STIM2	stromal interaction molecule 2
LOC132671	valid_symbol	LOC132671	LOC132671
FLJ14442	accession_or_alias	AGBL4	ATP/GTP binding protein-like 4
THRA	valid_symbol	THRA	"thyroid hormone receptor, alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog, avian)"
SLC35B3	valid_symbol	SLC35B3	"solute carrier family 35, member B3"
CTNND1	valid_symbol	CTNND1	"catenin (cadherin-associated protein), delta 1"
CDC25C	valid_symbol	CDC25C	cell division cycle 25C
DKFZP586M1120	accession_or_alias	LRRC48	leucine rich repeat containing 48
FLJ12528	accession_or_alias	TARSL1	threonyl-tRNA synthetase-like 1
FLJ46266	valid_symbol	FLJ46266	FLJ46266 protein
NOS3	valid_symbol	NOS3	nitric oxide synthase 3 (endothelial cell)
CFTR	valid_symbol	CFTR	"cystic fibrosis transmembrane conductance regulator, ATP-binding cassette (sub-family C, member 7)"
CCBL1	valid_symbol	CCBL1	"cysteine conjugate-beta lyase; cytoplasmic (glutamine transaminase K, kyneurenine aminotransferase)"
ORMDL3	valid_symbol	ORMDL3	ORM1-like 3 (S. cerevisiae)
KIAA1318	accession_or_alias	RGAG1	retrotransposon gag domain containing 1
PRDC	accession_or_alias	GREM2	"gremlin 2, cysteine knot superfamily, homolog (Xenopus laevis)"
MGC46534	accession_or_alias	ATXN7L2	ataxin 7-like 2
DPYSL5	valid_symbol	DPYSL5	dihydropyrimidinase-like 5
TNFRSF21	valid_symbol	TNFRSF21	"tumor necrosis factor receptor superfamily, member 21"
DUSP1	valid_symbol	DUSP1	dual specificity phosphatase 1
NICE-3	accession_or_alias	C1ORF43	chromosome 1 open reading frame 43
COL4A5	valid_symbol	COL4A5	"collagen, type IV, alpha 5 (Alport syndrome)"
KRTHB6	valid_symbol	KRTHB6	"keratin, hair, basic, 6 (monilethrix)"
ZFP29	accession_or_alias	ZSCAN2	zinc finger and SCAN domain containing 2
CPVL	valid_symbol	CPVL	"carboxypeptidase, vitellogenic-like"
APXL	valid_symbol	APXL	apical protein-like (Xenopus laevis)
WIG1	valid_symbol	WIG1	p53 target zinc finger protein
NPTX1	valid_symbol	NPTX1	neuronal pentraxin I
SLC4A4	valid_symbol	SLC4A4	"solute carrier family 4, sodium bicarbonate cotransporter, member 4"
NR4A3	valid_symbol	NR4A3	"nuclear receptor subfamily 4, group A, member 3"
FLJ12800	valid_symbol	FLJ12800	hypothetical protein FLJ12800
SLC22A2	valid_symbol	SLC22A2	"solute carrier family 22 (organic cation transporter), member 2"
BSN	valid_symbol	BSN	bassoon (presynaptic cytomatrix protein)
UNQ6411	valid_symbol	UNQ6411	IIDS6411
RASGEF1B	valid_symbol	RASGEF1B	"RasGEF domain family, member 1B"
HA-1	valid_symbol	HA-1	Minor histocompatibility antigen HA-1
PRKG2	valid_symbol	PRKG2	"protein kinase, cGMP-dependent, type II"
NCOA6	valid_symbol	NCOA6	nuclear receptor coactivator 6
C10ORF83	valid_symbol	C10ORF83	chromosome 10 open reading frame 83
EPHB6	valid_symbol	EPHB6	EphB6
PTPN21	valid_symbol	PTPN21	"protein tyrosine phosphatase, non-receptor type 21"
FLJ20202	accession_or_alias	FAM46C	"family with sequence similarity 46, member C"
RP1	valid_symbol	RP1	retinitis pigmentosa 1 (autosomal dominant)
